context,donor,projectCode,projectTitle,projectOwner,projectOwnerType,implementingPartner,implementingPartnerType,cluster,activity,startDate,endDate,status,province,district,activityTargetNumber,activityAchievedNumber,activityUnit,familiesTarget,woomenTarget,menTartet,girlsTarget,boysTarget,otherBeneficiariesTarget,families,women,men,girls,boys,otherBeneficiaries,distCode
,DFID,,Tirah Valley IDP's WASH Response ( Hangu ),International Rescue Committee (IRC),INGO,CERD,NGO,"Water, Sanitation and Hygiene",Water,7-Sep-13,,Ongoing,Khyber Pakhtunkhwa,Hangu,4,4,Number of Schemes,,104,15,90,87,,,104,15,90,87,,208
,DFID,,Tirah Valley IDP's WASH Response ( Hangu ),International Rescue Committee (IRC),INGO,CERD,NGO,"Water, Sanitation and Hygiene",Water,7-Sep-13,,Ongoing,Khyber Pakhtunkhwa,Hangu,1,1,Number of Schemes,,55,70,41,39,,,55,70,41,39,,208
,DFID,,Tirah Valley IDP's WASH Response ( Hangu ),International Rescue Committee (IRC),INGO,CERD,NGO,"Water, Sanitation and Hygiene",Water,7-Sep-13,,Ongoing,Khyber Pakhtunkhwa,Hangu,1,1,Number of Schemes,,63,70,51,49,,,63,70,51,49,,208
,DFID,,Tirah Valley IDP's WASH Response ( Hangu ),International Rescue Committee (IRC),INGO,CERD,NGO,"Water, Sanitation and Hygiene",Water,7-Sep-13,,Ongoing,Khyber Pakhtunkhwa,Hangu,4,4,Number of Schemes,,104,15,90,87,,,104,15,90,87,,208
,Handicap International,PK67,"Strengthening access to safe water and promoting good hygiene practices amongst conflict affected IDPs and host communities in Kohat district, Khyber Pakhtunkhwa province (KPK)",Handicap International,INGO,Handicap International,INGO,"Water, Sanitation and Hygiene",Water,1-Mar-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,4, -   ,Number of Schemes,,"11,000","9,000", -   , -   ,,,"4,616","4,428","3,337","3,212",,211
,Handicap International,PK68,"Strengthening access to safe water and promoting good hygiene practices amongst conflict affected IDPs and host communities in Kohat district, Khyber Pakhtunkhwa province (KPK)",Handicap International,INGO,Handicap International,INGO,"Water, Sanitation and Hygiene",Water,1-Dec-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,30,29,Number of Hand Pumps,,"11,000","9,000", -   , -   ,,,"4,616","4,428","3,337","3,212",,211
,Handicap International,PK69,"Strengthening access to safe water and promoting good hygiene practices amongst conflict affected IDPs and host communities in Kohat district, Khyber Pakhtunkhwa province (KPK)",Handicap International,INGO,Handicap International,INGO,"Water, Sanitation and Hygiene",Water,1-Feb-14,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,16,6,Number of Hand Pumps,,"11,000","9,000", -   , -   ,,,"4,616","4,428","3,337","3,212",,211
,Handicap International,PK70,"Strengthening access to safe water and promoting good hygiene practices amongst conflict affected IDPs and host communities in Kohat district, Khyber Pakhtunkhwa province (KPK)",Handicap International,INGO,Handicap International,INGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,1-Dec-13,31-Mar-14,Completed,Khyber Pakhtunkhwa,Kohat,212,53,Number of Sessions,,"11,000","9,000", -   , -   ,,,"4,616","4,428","3,337","3,212",,211
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-13,31-Mar-14,Completed,FATA,Bajaur Agency,4,4,Number of Sessions,, -   , -   ,306,294,,, -   , -   ,306,294,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,8,8,Number of Sessions,, -   , -   ,505,485,,, -   , -   ,505,485,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,4,4,Number of Sessions,, -   , -   ,143,137,,, -   , -   ,143,137,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,4,4,Number of Sessions,, -   , -   ,163,157,,, -   , -   ,163,157,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Dec-14,Ongoing,FATA,Bajaur Agency,8,8,Number of Sessions,, -   , -   ,372,358,,, -   , -   ,372,358,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Dec-14,Ongoing,FATA,Bajaur Agency,4,4,Number of Sessions,, -   , -   ,222,214,,, -   , -   ,222,214,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,4,4,Number of Sessions,, -   , -   ,183,175,,, -   , -   ,183,175,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,4,4,Number of Sessions,, -   , -   ,354,341,,, -   , -   ,354,341,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,4,4,Number of Sessions,, -   , -   ,237,228,,, -   , -   ,237,228,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,8,8,Number of Sessions,, -   , -   ,340,327,,, -   , -   ,340,327,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,4,4,Number of Sessions,, -   , -   ,66,64,,, -   , -   ,66,64,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,4,4,Number of Sessions,, -   , -   ,66,64,,, -   , -   ,66,64,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,4,4,Number of Sessions,, -   , -   ,84,81,,, -   , -   ,84,81,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,4,4,Number of Sessions,, -   , -   ,162,156,,, -   , -   ,162,156,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,8,8,Number of Sessions,, -   , -   ,255,245,,, -   , -   ,255,245,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,4,4,Number of Sessions,, -   , -   ,46,44,,, -   , -   ,46,44,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,4,4,Number of Sessions,, -   , -   ,199,191,,, -   , -   ,199,191,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,4,4,Number of Sessions,, -   , -   ,233,223,,, -   , -   ,233,223,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Mohmand Agency,4,4,Number of Sessions,, -   , -   ,128,123,,, -   , -   ,128,123,,404
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Mohmand Agency,4,4,Number of Sessions,, -   , -   ,67,65,,, -   , -   ,67,65,,404
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Mohmand Agency,4,4,Number of Sessions,, -   , -   ,67,65,,, -   , -   ,67,65,,404
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Mohmand Agency,4,4,Number of Sessions,, -   , -   ,59,56,,, -   , -   ,59,56,,404
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Mohmand Agency,4,4,Number of Sessions,, -   , -   ,61,59,,, -   , -   ,61,59,,404
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Mohmand Agency,4,4,Number of Sessions,, -   , -   ,100,96,,, -   , -   ,100,96,,404
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Mohmand Agency,4,4,Number of Sessions,, -   , -   ,99,96,,, -   , -   ,99,96,,404
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Mohmand Agency,4,4,Number of Sessions,, -   , -   ,58,55,,, -   , -   ,58,55,,404
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Mohmand Agency,4,4,Number of Sessions,, -   , -   ,58,55,,, -   , -   ,58,55,,404
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Mohmand Agency,4,4,Number of Sessions,, -   , -   ,69,66,,, -   , -   ,69,66,,404
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Mohmand Agency,4,4,Number of Sessions,, -   , -   ,57,55,,, -   , -   ,57,55,,404
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Mohmand Agency,4,4,Number of Sessions,, -   , -   ,122,118,,, -   , -   ,122,118,,404
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Mohmand Agency,4,4,Number of Sessions,, -   , -   ,80,77,,, -   , -   ,80,77,,404
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Mohmand Agency,4,4,Number of Sessions,, -   , -   ,42,41,,, -   , -   ,42,41,,404
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Mohmand Agency,4,4,Number of Sessions,, -   , -   ,38,36,,, -   , -   ,38,36,,404
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Mohmand Agency,4,4,Number of Sessions,, -   , -   ,93,89,,, -   , -   ,93,89,,404
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Mohmand Agency,4,4,Number of Sessions,, -   , -   ,199,192,,, -   , -   ,199,192,,404
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Mohmand Agency,4,4,Number of Sessions,, -   , -   ,42,40,,, -   , -   ,42,40,,404
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Mohmand Agency,4,4,Number of Sessions,, -   , -   ,153,147,,, -   , -   ,153,147,,404
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Mohmand Agency,4,4,Number of Sessions,, -   , -   ,116,112,,, -   , -   ,116,112,,404
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,27-Feb-14,1-Mar-14,Completed,FATA,Bajaur Agency,2,2,Number of Sessions,,10,15, -   , -   ,,,10,15, -   , -   ,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Mar-14,8-Mar-14,Completed,FATA,Mohmand Agency,2,2,Number of Sessions,,10,15, -   , -   ,,,10,15, -   , -   ,,404
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Feb-14,7-Feb-14,Completed,FATA,Mohmand Agency,1,1,Number of Sessions,,25, -   , -   , -   ,,,25, -   , -   , -   ,,404
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,27-Jan-14,28-Jan-14,Completed,FATA,Bajaur Agency,1,1,Number of Sessions,,25, -   , -   , -   ,,,25, -   , -   , -   ,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,7-Jan-14,7-Jan-14,Completed,FATA,Bajaur Agency,1,1,Number of Sessions,, -   ,25, -   , -   ,,, -   ,25, -   , -   ,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,9-Jan-14,9-Jan-14,Completed,FATA,Mohmand Agency,1,1,Number of Sessions,, -   ,25, -   , -   ,,, -   ,25, -   , -   ,,404
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,1,1,Number of Sessions,,10, -   , -   , -   ,,,10, -   , -   , -   ,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,2,2,Number of Sessions,,10,10, -   , -   ,,,10,10, -   , -   ,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,1,1,Number of Sessions,, -   ,10, -   , -   ,,, -   ,10, -   , -   ,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,1,1,Number of Sessions,, -   ,10, -   , -   ,,, -   ,10, -   , -   ,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,2,2,Number of Sessions,,10,10, -   , -   ,,,10,10, -   , -   ,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,1,1,Number of Sessions,,10, -   , -   , -   ,,,10, -   , -   , -   ,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,1,1,Number of Sessions,,10, -   , -   , -   ,,,10, -   , -   , -   ,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,1,1,Number of Sessions,,10, -   , -   , -   ,,,10, -   , -   , -   ,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,1,1,Number of Sessions,, -   ,10, -   , -   ,,, -   ,10, -   , -   ,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,2,2,Number of Sessions,,10,10, -   , -   ,,,10,10, -   , -   ,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,2,2,Number of Sessions,,10,10, -   , -   ,,,10,10, -   , -   ,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,1,1,Number of Sessions,, -   ,10, -   , -   ,,, -   ,10, -   , -   ,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,1,1,Number of Sessions,, -   ,10, -   , -   ,,, -   ,10, -   , -   ,,401
,UNICEF,PAK/13/190,WASH Interventions in Schools and Health Facilities- Bajour and Mohmand Agency- IDPs Return Areas-FATA,UNICEF,UN,Hayat Foundation,NGO,"Water, Sanitation and Hygiene",Hygiene_and_NFIs,6-Dec-14,31-Mar-14,Completed,FATA,Bajaur Agency,1,1,Number of Sessions,, -   ,10, -   , -   ,,, -   ,10, -   , -   ,,401
